age,income,land_area,rainfall_last_year,market_price,upi_usage_score,crop_type_rice,crop_type_sugarcane,crop_type_wheat,Loan_Eligible
56,16900,0.61,369,1563,0.07,0,1,0,0
44,45430,3.71,1133,2050,0.76,0,1,0,1
26,40611,2.56,966,1830,0.98,0,0,1,1
60,13645,0.55,436,1219,0.18,0,1,0,0
56,50736,4.32,1097,2434,0.98,0,1,0,1
55,55475,3.7,1060,2474,0.91,0,1,0,1
45,19195,1.2,487,1208,0.37,0,1,0,0
23,18654,0.47,524,1397,0.07,1,0,0,0
49,20222,1.48,423,1576,0.16,0,1,0,0
57,53892,2.49,1136,2164,0.93,1,0,0,1
33,23439,1.26,533,1284,0.06,0,0,1,0
27,58715,2.26,1045,2127,0.8,0,1,0,1
36,47307,2.31,1141,1944,0.81,1,0,0,1
43,19827,0.45,467,1039,0.19,0,1,0,0
26,45237,2.23,859,2176,0.98,0,1,0,1
28,38094,2.34,1059,1972,0.75,0,0,1,1
53,11743,1.02,458,1574,0.3,1,0,0,0
18,21544,0.26,514,1072,0.28,0,0,1,0
41,12101,0.64,364,1204,0.46,1,0,0,0
52,35702,3.32,826,1927,0.84,0,0,1,1
42,21007,0.11,575,1599,0.25,0,0,1,0
27,18887,0.98,383,1231,0.05,0,1,0,0
40,52702,3.94,978,1672,0.88,0,1,0,1
26,59503,3.83,1179,1810,0.82,0,0,1,1
45,58618,3.67,859,1646,0.71,0,0,1,1
51,47251,2.19,1112,1586,0.98,1,0,0,1
33,37873,4.22,933,2182,0.86,1,0,0,1
46,19891,1.29,396,1408,0.29,0,0,1,0
21,16820,1.32,556,1119,0.48,0,0,1,0
40,20805,0.51,457,1444,0.02,0,0,1,0
41,55004,3.55,1107,1681,0.73,0,1,0,1
20,56807,4.61,987,1956,0.97,0,0,1,1
35,21558,0.35,323,1302,0.05,0,0,1,0
49,17856,1.26,414,1192,0.33,0,0,1,0
63,10794,0.51,521,1014,0.19,1,0,0,0
56,31009,4.9,996,1919,0.98,0,0,1,1
41,21527,0.24,399,1250,0.09,0,1,0,0
35,21246,0.28,475,1152,0.11,0,0,1,0
38,41918,2.64,1073,2076,0.88,0,0,1,1
22,22859,0.74,595,1193,0.26,0,0,1,0
21,46656,3.68,889,1573,0.78,0,1,0,1
22,20578,1.1,559,1184,0.46,0,1,0,0
52,41353,4.95,1049,2087,0.94,0,1,0,1
33,15064,0.29,588,1288,0.28,0,1,0,0
40,14126,0.75,472,1395,0.36,0,1,0,0
28,59678,4.76,924,2314,0.93,1,0,0,1
44,39521,4.95,914,1941,0.95,0,0,1,1
19,59676,2.25,1135,2086,0.89,0,1,0,1
51,24215,0.54,417,1421,0.01,0,0,1,0
57,56782,2.69,973,1796,0.98,1,0,0,1
47,14171,0.48,334,1185,0.37,1,0,0,0
41,11295,0.8,410,1261,0.32,0,1,0,0
24,52502,2.3,1172,2478,0.83,0,1,0,1
61,49507,4.63,987,1988,0.95,1,0,0,1
40,22272,0.94,464,1591,0.43,1,0,0,0
24,30052,4.2,936,2116,0.97,0,1,0,1
52,37315,3.04,856,1885,0.99,0,1,0,1
24,23494,1.34,548,1435,0.11,1,0,0,0
54,16343,0.58,598,1243,0.48,1,0,0,0
19,42543,2.86,1178,2269,0.83,0,0,1,1
31,34658,4.47,979,1787,0.79,0,1,0,1
39,39960,3.1,941,2102,0.99,1,0,0,1
43,44281,3.32,999,2459,0.86,0,0,1,1
50,39918,2.39,872,1556,0.95,1,0,0,1
62,46448,2.9,1009,1751,0.89,0,1,0,1
19,47968,2.89,929,1943,0.77,1,0,0,1
19,38794,3.36,904,1739,0.93,0,1,0,1
39,14437,1.35,396,1142,0.26,0,1,0,0
64,18639,0.19,427,1266,0.41,1,0,0,0
39,19296,0.69,414,1414,0.49,0,1,0,0
47,59154,2.29,1119,1687,0.84,0,1,0,1
48,10198,1.07,355,1569,0.01,1,0,0,0
64,43008,3.91,928,1772,0.99,0,0,1,1
34,47188,2.63,1004,2019,0.94,1,0,0,1
23,37413,2.96,1103,1854,0.95,0,0,1,1
62,44201,4.93,1119,2239,0.73,1,0,0,1
30,53016,3.63,956,1668,0.79,1,0,0,1
23,20778,0.71,402,1026,0.27,0,0,1,0
20,45716,4.23,851,2177,0.72,0,0,1,1
36,13115,0.55,309,1513,0.46,1,0,0,0
36,48162,4.21,1053,1958,0.98,0,1,0,1
44,38583,4.09,1167,1531,0.93,0,0,1,1
26,10590,1.28,516,1234,0.15,0,0,1,0
27,18441,0.2,470,1509,0.31,0,1,0,0
30,18685,0.12,347,1420,0.09,0,0,1,0
48,15449,1.4,488,1238,0.35,1,0,0,0
54,20726,0.49,453,1166,0.23,1,0,0,0
64,31160,3.36,846,2171,0.72,1,0,0,1
35,12494,1.13,345,1257,0.21,0,0,1,0
42,19533,0.67,470,1052,0.44,1,0,0,0
18,56436,2.21,1054,1673,0.86,0,1,0,1
62,47145,4.37,1157,1667,0.88,0,1,0,1
59,24355,0.71,354,1577,0.39,0,0,1,0
33,48796,2.05,1029,2161,0.81,1,0,0,1
47,45721,4.16,937,2017,0.93,1,0,0,1
36,45676,4.83,969,1947,0.76,1,0,0,1
25,34945,4.57,1107,2140,0.75,1,0,0,1
30,55185,3.57,857,2382,0.9,1,0,0,1
20,52283,2.82,1129,2344,0.82,0,1,0,1
23,16933,0.36,556,1582,0.33,0,0,1,0
50,58794,3.09,953,1647,0.9,1,0,0,1
59,59511,3.65,1161,2453,0.78,1,0,0,1
48,22544,0.53,341,1513,0.45,0,0,1,0
32,13668,1.41,546,1362,0.13,0,0,1,0
25,12659,0.11,594,1243,0.3,1,0,0,0
44,30593,2.89,1191,2441,0.98,1,0,0,1
50,42609,2.93,939,2062,0.81,0,0,1,1
63,21705,0.53,556,1208,0.1,0,0,1,0
62,20726,1.29,364,1099,0.11,1,0,0,0
22,13582,1.47,453,1251,0.42,0,0,1,0
18,52401,2.23,938,1718,0.86,1,0,0,1
48,50661,3.95,949,2468,0.98,0,0,1,1
26,56414,3.51,965,2217,0.91,0,0,1,1
25,42553,3.88,1124,1606,0.83,1,0,0,1
34,38682,4.67,976,1624,0.86,0,0,1,1
64,15148,0.19,504,1447,0.08,1,0,0,0
21,17817,0.91,514,1274,0.43,1,0,0,0
57,20709,0.39,424,1346,0.04,0,1,0,0
48,43056,2.51,988,2000,0.88,1,0,0,1
54,20217,0.4,550,1086,0.05,0,0,1,0
19,51236,3.05,973,1869,0.72,1,0,0,1
59,52906,4.11,909,1575,0.79,1,0,0,1
27,40456,4.76,829,2091,0.93,0,1,0,1
31,39855,4.75,1150,2197,0.8,1,0,0,1
60,43746,4.61,1091,1789,0.74,1,0,0,1
35,51983,3.62,874,1631,0.96,0,1,0,1
43,24107,0.62,410,1122,0.19,0,1,0,0
27,37586,4.64,1054,1934,0.81,0,1,0,1
54,52736,2.51,1133,1544,0.94,0,1,0,1
34,57335,4.52,872,2229,0.75,0,0,1,1
22,37788,3.56,1014,1517,0.88,1,0,0,1
61,59029,3.73,1122,1853,0.71,1,0,0,1
48,49117,3.19,855,2012,0.77,0,0,1,1
21,45738,4.59,859,1558,0.79,0,1,0,1
47,15230,1.45,338,1252,0.19,0,1,0,0
46,59474,2.05,823,1770,0.94,0,0,1,1
34,35468,4.46,1021,1993,0.87,0,1,0,1
45,15350,0.77,339,1372,0.12,0,0,1,0
62,24086,0.47,362,1452,0.18,1,0,0,0
43,15637,0.62,575,1242,0.45,1,0,0,0
56,11587,0.9,397,1400,0.24,0,1,0,0
47,10766,0.14,595,1574,0.38,0,1,0,0
57,11886,1.1,474,1129,0.42,1,0,0,0
56,52165,3.2,982,1555,0.72,0,1,0,1
53,35044,3.15,1029,1721,0.85,0,1,0,1
34,21564,1.2,342,1486,0.43,0,0,1,0
31,14187,0.14,378,1285,0.41,0,1,0,0
56,18818,0.64,368,1408,0.35,0,1,0,0
62,43540,4.58,1195,2136,0.91,0,0,1,1
34,49279,3.9,1187,1772,0.9,0,1,0,1
64,16609,0.58,596,1212,0.29,1,0,0,0
52,50267,2.79,1087,1577,0.79,0,1,0,1
25,31409,4.09,942,2052,0.79,0,1,0,1
37,16791,0.44,318,1192,0.07,1,0,0,0
36,15210,0.72,583,1509,0.06,1,0,0,0
47,12520,0.97,349,1422,0.44,0,1,0,0
41,22474,0.84,521,1480,0.41,0,0,1,0
59,34369,4.2,1054,1901,0.79,0,0,1,1
32,22601,0.69,396,1165,0.11,1,0,0,0
60,23134,1.31,374,1499,0.44,0,0,1,0
28,51306,4.83,1112,1975,0.78,0,1,0,1
39,10963,1.42,375,1095,0.46,0,1,0,0
19,22796,1.15,508,1345,0.15,0,0,1,0
30,24622,1.39,434,1065,0.02,1,0,0,0
35,11437,1.41,587,1051,0.37,0,1,0,0
43,31475,3.02,926,2424,0.86,0,0,1,1
26,21534,1.27,321,1107,0.04,0,1,0,0
31,47228,2.2,1154,2134,0.76,0,0,1,1
44,12379,0.76,448,1467,0.08,1,0,0,0
25,21362,0.76,461,1171,0.2,0,0,1,0
43,23011,0.44,512,1409,0.25,1,0,0,0
61,32647,3.98,922,1695,0.76,1,0,0,1
19,19036,0.42,471,1597,0.48,1,0,0,0
21,39235,3.37,1064,1800,0.78,0,1,0,1
52,35081,2.21,943,2490,0.85,1,0,0,1
58,24805,0.71,490,1086,0.09,0,1,0,0
29,13582,0.91,323,1236,0.22,0,1,0,0
33,23480,0.39,497,1061,0.36,0,0,1,0
22,10997,0.18,514,1531,0.33,0,0,1,0
41,47447,4.85,852,2470,0.98,0,1,0,1
60,14258,1.48,394,1096,0.47,1,0,0,0
49,11447,1.17,316,1015,0.34,0,0,1,0
56,23087,0.34,367,1127,0.47,0,1,0,0
19,23698,0.34,309,1072,0.16,0,0,1,0
40,57010,2.18,1104,2147,0.9,0,1,0,1
56,56277,4.45,882,1679,0.72,0,1,0,1
44,42537,2.37,891,1652,0.81,0,1,0,1
40,14498,0.85,539,1154,0.48,1,0,0,0
20,56814,3.19,1018,1954,0.92,0,0,1,1
63,48164,2.89,1136,1623,0.75,1,0,0,1
32,14111,0.24,341,1508,0.03,1,0,0,0
60,39559,4.98,1034,1799,0.74,0,0,1,1
51,14607,0.66,441,1284,0.05,1,0,0,0
47,11586,1.1,344,1334,0.29,1,0,0,0
22,33670,4.72,882,1927,0.83,0,1,0,1
45,13710,0.78,392,1505,0.01,0,0,1,0
51,48249,3.69,895,1583,0.79,0,0,1,1
47,21864,0.17,512,1248,0.36,0,0,1,0
31,48564,2.64,984,2418,1.0,0,0,1,1
37,52113,2.07,831,1820,0.93,0,0,1,1
38,21729,1.3,560,1528,0.09,1,0,0,0
49,24455,1.06,551,1176,0.5,1,0,0,0
60,23673,1.28,333,1283,0.06,1,0,0,0
39,58343,3.51,1162,1833,0.98,0,0,1,1
62,18867,0.14,327,1120,0.41,0,0,1,0
31,50501,3.69,811,2130,0.72,1,0,0,1
55,10419,0.85,368,1062,0.34,1,0,0,0
39,11295,0.74,445,1490,0.23,0,0,1,0
44,30121,2.85,877,2464,0.82,0,0,1,1
23,45052,2.44,929,1563,0.99,1,0,0,1
53,17651,1.13,385,1018,0.06,0,0,1,0
34,21825,0.84,350,1593,0.44,1,0,0,0
18,41235,4.04,1043,1562,0.92,0,1,0,1
52,34003,2.78,1171,2266,0.87,0,0,1,1
63,16998,1.31,314,1174,0.16,1,0,0,0
32,21650,0.25,462,1413,0.49,0,1,0,0
25,48800,4.05,976,1929,0.94,1,0,0,1
64,10880,0.8,475,1493,0.21,1,0,0,0
31,44941,4.09,939,1526,0.79,0,0,1,1
29,43411,2.3,989,2102,0.72,0,0,1,1
48,21593,0.43,531,1437,0.08,0,1,0,0
52,32472,3.37,879,1531,0.86,0,1,0,1
55,52987,3.51,857,2214,0.88,0,1,0,1
48,37502,2.61,1021,2084,0.78,1,0,0,1
50,13507,0.99,548,1518,0.25,0,1,0,0
34,19434,0.86,588,1009,0.36,0,1,0,0
43,16457,1.24,429,1553,0.31,0,0,1,0
43,47772,2.58,883,2073,0.79,0,0,1,1
32,58479,4.99,1036,2395,0.82,1,0,0,1
48,10811,0.63,579,1126,0.28,0,0,1,0
32,23750,0.95,558,1594,0.2,0,1,0,0
55,54071,3.25,812,2131,0.75,1,0,0,1
54,23534,1.47,318,1431,0.37,0,1,0,0
53,13304,0.27,433,1369,0.24,1,0,0,0
31,23383,0.92,396,1444,0.47,1,0,0,0
62,52908,2.59,1081,2015,0.77,1,0,0,1
43,24023,0.41,485,1111,0.46,0,1,0,0
40,12263,1.01,565,1555,0.33,0,1,0,0
43,44547,4.71,1050,1596,0.72,0,1,0,1
53,17071,0.21,597,1512,0.21,1,0,0,0
41,20526,1.19,429,1353,0.15,1,0,0,0
48,48975,4.4,806,2483,0.87,0,0,1,1
41,59531,3.18,1082,2484,0.86,0,0,1,1
34,52035,4.86,1119,2059,0.82,1,0,0,1
47,46621,4.7,964,2153,0.96,0,1,0,1
38,23356,1.02,302,1197,0.03,0,1,0,0
20,39017,3.75,1092,2390,0.84,1,0,0,1
38,10325,1.48,460,1262,0.15,0,1,0,0
63,55606,4.62,897,2310,0.75,1,0,0,1
33,46911,3.36,1138,2077,0.83,0,0,1,1
63,21480,0.95,356,1445,0.14,1,0,0,0
20,54681,4.32,1064,2202,0.99,0,1,0,1
57,23191,0.99,364,1322,0.04,0,1,0,0
60,41714,3.81,1194,2231,0.85,0,0,1,1
25,10349,1.04,394,1499,0.46,0,0,1,0
30,32767,3.71,1141,1859,0.81,1,0,0,1
20,10671,1.25,424,1560,0.43,0,0,1,0
61,16004,0.26,352,1162,0.42,0,1,0,0
36,51594,3.66,869,1936,0.9,0,0,1,1
41,34418,3.07,1005,2113,0.97,0,1,0,1
62,21155,0.27,336,1406,0.46,1,0,0,0
27,54121,4.16,1177,1669,0.84,0,1,0,1
58,34485,4.54,849,2206,0.82,0,1,0,1
28,43333,2.74,861,1622,0.71,0,0,1,1
23,55561,4.46,861,1850,0.72,0,0,1,1
57,20448,0.44,332,1312,0.07,1,0,0,0
22,18476,0.72,367,1480,0.28,0,0,1,0
55,55713,4.08,1034,2024,0.82,0,0,1,1
51,18840,1.0,412,1422,0.06,0,1,0,0
62,33256,4.23,1176,1899,0.97,0,1,0,1
37,54981,3.86,985,1667,0.92,0,0,1,1
62,52841,4.47,1117,1996,0.99,1,0,0,1
37,30707,4.54,1007,2020,0.76,1,0,0,1
23,44011,4.97,1075,2144,0.91,0,0,1,1
20,17236,0.96,397,1423,0.33,0,1,0,0
56,35093,4.84,1116,2004,0.99,0,1,0,1
62,38502,3.59,925,1530,0.91,0,1,0,1
21,10372,0.52,318,1440,0.02,1,0,0,0
24,38421,2.63,956,2380,0.99,0,1,0,1
55,12112,0.14,320,1101,0.27,0,1,0,0
37,24338,0.9,449,1328,0.1,1,0,0,0
36,13821,0.88,584,1129,0.3,0,0,1,0
20,44735,4.41,1008,1551,0.79,1,0,0,1
50,54977,3.24,1079,1592,0.76,0,1,0,1
49,16481,1.25,532,1208,0.08,0,0,1,0
46,14444,0.61,411,1263,0.49,0,1,0,0
61,22848,0.25,460,1283,0.02,0,1,0,0
64,54958,4.16,996,2058,0.77,0,0,1,1
18,48101,3.94,1152,1634,0.9,1,0,0,1
59,57770,4.15,1134,1897,0.95,0,1,0,1
19,10417,0.57,424,1119,0.04,0,1,0,0
33,43979,4.52,992,1600,0.79,0,1,0,1
51,56585,4.26,1110,2067,0.8,1,0,0,1
43,20389,1.24,389,1596,0.29,0,0,1,0
41,30182,2.07,1022,2174,0.92,0,0,1,1
53,21949,1.11,579,1305,0.47,1,0,0,0
63,42188,2.37,867,1663,0.95,0,1,0,1
54,16823,0.19,509,1441,0.38,1,0,0,0
21,18937,0.28,354,1136,0.06,1,0,0,0
60,21848,1.49,519,1327,0.4,1,0,0,0
33,48847,2.42,1160,1905,0.8,0,1,0,1
53,12398,0.41,395,1066,0.37,0,0,1,0
57,39113,2.44,1186,1728,0.85,0,1,0,1
62,44857,4.33,908,2316,0.81,0,1,0,1
56,31328,4.16,1082,1510,0.82,0,1,0,1
23,43565,4.33,1104,1652,1.0,0,0,1,1
48,20297,1.36,478,1596,0.09,0,0,1,0
41,19333,1.22,389,1353,0.12,0,0,1,0
50,52808,2.95,880,2003,0.83,0,1,0,1
32,39979,3.45,1148,1551,0.99,0,1,0,1
48,30601,3.92,1192,2218,0.85,1,0,0,1
45,14319,0.25,548,1310,0.43,0,1,0,0
33,23666,1.03,360,1411,0.48,0,1,0,0
35,47135,4.66,846,2246,0.73,0,1,0,1
57,30472,4.75,960,1661,0.96,0,1,0,1
21,17149,0.18,537,1210,0.35,0,1,0,0
44,16089,1.14,542,1250,0.29,1,0,0,0
30,35808,3.49,1196,1769,0.84,1,0,0,1
25,38416,4.75,867,2286,0.98,0,1,0,1
23,21289,1.31,598,1077,0.49,0,1,0,0
43,55887,3.13,982,1992,0.78,1,0,0,1
44,14178,0.18,554,1291,0.09,0,0,1,0
24,20708,0.6,479,1467,0.04,1,0,0,0
60,32697,4.7,978,2099,0.79,1,0,0,1
24,12194,1.1,572,1203,0.45,0,0,1,0
29,16808,1.39,530,1348,0.21,1,0,0,0
59,42747,2.3,1115,2329,0.72,0,0,1,1
18,12407,1.31,445,1254,0.46,0,1,0,0
22,20642,0.5,548,1156,0.13,0,0,1,0
61,49857,3.1,888,1762,0.87,0,1,0,1
63,23854,1.13,384,1400,0.17,1,0,0,0
21,50916,2.15,1091,1769,0.71,0,0,1,1
40,17558,0.66,490,1543,0.39,1,0,0,0
49,50464,2.94,963,2489,0.86,0,1,0,1
44,24259,1.45,527,1098,0.38,1,0,0,0
51,13743,1.17,587,1139,0.02,0,0,1,0
51,59673,3.81,941,1886,0.74,0,1,0,1
22,19723,0.45,379,1388,0.37,1,0,0,0
49,24886,0.43,447,1261,0.34,1,0,0,0
31,46522,4.73,832,2437,0.8,1,0,0,1
37,55848,3.85,897,1753,0.78,1,0,0,1
44,35662,3.51,1120,1852,0.91,1,0,0,1
21,44307,4.09,832,2377,0.9,0,1,0,1
20,19918,0.6,554,1136,0.36,0,0,1,0
59,50979,2.12,1113,2217,0.91,0,0,1,1
53,48108,3.26,1021,2435,0.88,0,1,0,1
60,53887,2.43,1003,2171,0.98,0,0,1,1
19,35452,3.37,896,2089,0.88,0,0,1,1
53,34600,4.95,830,2281,0.87,0,1,0,1
26,14454,0.28,454,1304,0.31,1,0,0,0
18,13305,0.46,495,1175,0.45,1,0,0,0
25,36417,4.82,1064,1914,0.92,1,0,0,1
19,14775,0.73,446,1310,0.29,0,1,0,0
40,39349,3.28,1007,2077,0.91,0,0,1,1
33,50490,4.25,823,2161,0.78,0,1,0,1
45,23232,0.34,384,1332,0.43,1,0,0,0
25,54041,4.11,936,1778,0.74,0,1,0,1
29,55240,3.54,1075,1632,0.92,0,0,1,1
31,17136,0.96,526,1137,0.27,0,1,0,0
21,17444,0.7,336,1338,0.44,0,1,0,0
63,48303,2.35,1141,2237,0.73,1,0,0,1
49,18421,0.46,397,1150,0.12,1,0,0,0
50,51485,4.03,1168,1539,0.95,1,0,0,1
43,16995,0.28,427,1031,0.17,1,0,0,0
63,13553,0.49,354,1562,0.07,1,0,0,0
60,44500,3.49,1055,1732,0.94,0,0,1,1
41,38357,4.34,830,2011,0.98,0,1,0,1
18,13477,0.24,471,1085,0.26,0,0,1,0
45,50654,3.78,958,1919,0.86,1,0,0,1
57,50558,2.29,1189,2269,0.96,0,0,1,1
56,16445,1.19,421,1066,0.25,0,0,1,0
23,11240,1.33,521,1560,0.14,0,1,0,0
25,45179,3.28,1051,2348,0.87,0,1,0,1
30,19274,0.57,498,1350,0.4,0,1,0,0
64,13363,1.28,547,1456,0.41,0,1,0,0
47,24252,0.66,416,1332,0.36,0,0,1,0
59,39882,2.79,1058,1817,0.74,1,0,0,1
55,47432,2.79,1024,2376,0.84,0,1,0,1
62,44867,2.67,1139,2034,0.95,1,0,0,1
61,31997,4.76,1157,1717,0.95,0,0,1,1
31,13899,0.37,447,1434,0.29,0,0,1,0
46,17461,0.52,491,1564,0.14,0,1,0,0
57,57999,4.28,1009,1636,0.99,0,0,1,1
45,51481,2.64,1019,2337,0.79,1,0,0,1
31,42350,4.17,961,2405,0.9,1,0,0,1
62,57283,4.15,1147,2258,0.93,1,0,0,1
59,12384,0.7,520,1262,0.41,1,0,0,0
26,37381,2.19,822,1817,0.74,0,1,0,1
47,21558,0.93,572,1284,0.06,0,0,1,0
50,36014,4.64,809,1954,0.78,0,1,0,1
47,10637,0.3,431,1521,0.47,0,0,1,0
32,17196,0.83,458,1033,0.1,0,0,1,0
48,54224,4.06,865,2405,0.71,0,0,1,1
64,54351,3.76,1007,1991,0.91,1,0,0,1
49,42625,2.87,823,2096,0.79,0,1,0,1
55,30986,4.8,1072,2357,0.95,0,1,0,1
29,52599,3.87,977,2208,0.74,0,0,1,1
49,12181,0.3,459,1136,0.39,0,1,0,0
54,50646,3.5,957,1580,0.72,1,0,0,1
42,50728,2.16,1050,2357,0.9,1,0,0,1
56,14340,1.15,351,1465,0.06,0,0,1,0
55,20311,1.28,316,1182,0.21,0,1,0,0
50,13958,0.37,532,1253,0.36,0,1,0,0
49,23927,0.93,444,1374,0.39,0,0,1,0
45,34814,2.6,1027,1574,0.9,1,0,0,1
36,18897,0.6,346,1541,0.17,0,1,0,0
28,18825,1.25,458,1453,0.37,0,1,0,0
55,22747,1.39,482,1029,0.08,1,0,0,0
55,41410,2.81,1080,2042,0.85,1,0,0,1
63,42261,2.59,1166,2111,0.88,0,0,1,1
19,33786,2.41,1058,1752,0.7,1,0,0,1
42,48870,2.3,1024,2151,0.94,0,1,0,1
34,24063,1.16,387,1413,0.07,1,0,0,0
43,58236,3.29,1185,2028,0.97,0,0,1,1
48,37645,3.54,932,1589,0.85,1,0,0,1
49,23717,0.35,350,1170,0.04,1,0,0,0
41,41841,3.64,1116,1541,0.77,0,0,1,1
55,42038,2.1,1153,1650,0.95,0,1,0,1
49,53313,3.82,1066,2336,0.84,0,1,0,1
63,45154,3.74,857,1771,0.81,0,0,1,1
35,50975,2.3,907,1827,0.97,0,0,1,1
55,43386,4.75,1122,1990,0.78,0,0,1,1
55,10171,0.64,393,1287,0.4,1,0,0,0
40,10738,0.82,524,1201,0.48,1,0,0,0
48,45159,2.48,1117,2490,0.86,0,1,0,1
54,47546,4.13,1045,2269,0.73,0,1,0,1
59,31495,2.76,1084,2269,0.99,1,0,0,1
40,58169,4.17,1181,2182,0.87,1,0,0,1
23,38439,4.29,912,1847,0.71,0,0,1,1
43,40531,2.18,1199,1645,0.94,0,1,0,1
57,18196,0.96,442,1544,0.1,0,0,1,0
44,37864,4.16,850,1949,0.95,0,0,1,1
62,17882,0.21,595,1351,0.42,1,0,0,0
37,58548,4.68,884,2126,0.73,1,0,0,1
27,22362,0.69,491,1336,0.17,0,0,1,0
33,11550,0.31,326,1363,0.44,0,1,0,0
60,24018,0.63,349,1547,0.04,1,0,0,0
57,13859,0.4,332,1409,0.37,0,1,0,0
21,18643,1.01,441,1008,0.29,0,0,1,0
35,53572,3.4,1182,1758,0.75,1,0,0,1
57,22630,0.95,335,1184,0.3,0,1,0,0
53,33543,4.39,1050,2286,0.83,1,0,0,1
18,32852,2.57,810,1841,0.97,1,0,0,1
35,32070,3.23,1053,2011,0.87,0,0,1,1
54,41379,4.51,1151,2069,0.99,0,1,0,1
32,15109,0.11,361,1044,0.39,0,0,1,0
41,31088,4.3,974,1950,0.87,1,0,0,1
56,52840,3.73,895,2127,0.71,0,0,1,1
37,45701,2.12,1003,2234,0.76,0,0,1,1
57,16666,1.48,562,1312,0.48,0,0,1,0
50,23202,0.37,432,1434,0.31,1,0,0,0
49,31564,2.38,1188,2120,0.8,1,0,0,1
35,12325,0.13,384,1481,0.32,0,1,0,0
28,58922,2.52,950,1523,0.82,0,1,0,1
29,34183,3.68,881,2158,0.74,0,0,1,1
30,16781,0.89,391,1323,0.26,1,0,0,0
40,17234,0.74,337,1280,0.45,0,1,0,0
33,24948,1.38,313,1055,0.11,0,1,0,0
34,11542,0.16,396,1575,0.14,0,0,1,0
27,42936,4.52,1168,1571,0.98,0,0,1,1
54,33120,3.95,1037,1663,0.79,0,0,1,1
52,20571,0.13,387,1050,0.33,0,1,0,0
61,42425,3.97,840,1749,0.95,0,1,0,1
40,39062,3.79,1063,2491,0.98,0,0,1,1
29,21097,0.84,441,1106,0.09,1,0,0,0
